problem,type,module_name,class_name,method_name
coupling,called,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.checkStartAnyActivityPermission
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.isCallerAllowedToLaunchOnDisplay
coupling,called,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.isCallerAllowedToLaunchOnDisplay
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.getUserInfo
coupling,called,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.getUserInfo
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.getComponentRestrictionForCallingPackage
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.getActionRestrictionForCallingPackage
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.setLaunchSource
coupling,called,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.setLaunchSource
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.acquireLaunchWakelock
coupling,called,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.acquireLaunchWakelock
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.activityIdleInternalLocked
coupling,called,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.activityIdleInternalLocked
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.findTaskToMoveToFront
coupling,called,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.findTaskToMoveToFront
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.canUseActivityOptionsLaunchBounds
coupling,called,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.canUseActivityOptionsLaunchBounds
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.notifyAppTransitionDone
coupling,called,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.notifyAppTransitionDone
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.moveTasksToFullscreenStackInSurfaceTransaction
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.resizeDockedStackLocked
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.resizePinnedStackLocked
coupling,called,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.resizePinnedStackLocked
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.removeTaskByIdLocked
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.cleanUpRemovedTaskLocked
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.restoreRecentTaskLocked
coupling,called,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.restoreRecentTaskLocked
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.getReparentTargetStack
coupling,called,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.getReparentTargetStack
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.goingToSleepLocked
coupling,called,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.goingToSleepLocked
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.shutdownLocked
coupling,called,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.shutdownLocked
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.comeOutOfSleepIfNeededLocked
coupling,called,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.comeOutOfSleepIfNeededLocked
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.checkReadyForSleepLocked
coupling,called,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.checkReadyForSleepLocked
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.handleLaunchTaskBehindCompleteLocked
coupling,called,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.handleLaunchTaskBehindCompleteLocked
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.scheduleLaunchTaskBehindComplete
coupling,called,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.scheduleLaunchTaskBehindComplete
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.isCurrentProfileLocked
coupling,called,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.isCurrentProfileLocked
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.processStoppingActivitiesLocked
coupling,called,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.processStoppingActivitiesLocked
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.dump
coupling,called,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.dump
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.dumpHistoryList
coupling,called,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.dumpHistoryList
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.scheduleIdleTimeoutLocked
coupling,called,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.scheduleIdleTimeoutLocked
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.scheduleIdleLocked
coupling,called,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.scheduleIdleLocked
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.scheduleTopResumedStateLossTimeout
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.handleTopResumedStateReleased
coupling,called,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.handleTopResumedStateReleased
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.removeTimeoutsForActivityLocked
coupling,called,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.removeTimeoutsForActivityLocked
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.scheduleResumeTopActivities
coupling,called,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.scheduleResumeTopActivities
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.removeSleepTimeouts
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.scheduleSleepTimeout
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.removeRestartTimeouts
coupling,called,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.removeRestartTimeouts
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.scheduleRestartTimeout
coupling,called,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.scheduleRestartTimeout
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.startActivityFromRecents
coupling,called,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.startActivityFromRecents
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.logStackState
coupling,called,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.logStackState
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.scheduleUpdateMultiWindowMode
coupling,called,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.scheduleUpdateMultiWindowMode
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.initialize
coupling,called,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.initialize
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.onUserUnlocked
coupling,called,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.onUserUnlocked
coupling,called,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.getActivityMetricsLogger
coupling,called,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.getKeyguardController
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.getSystemChooserActivity
coupling,called,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.getSystemChooserActivity
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.scheduleUpdatePictureInPictureModeIfNeeded
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.initPowerManagement
coupling,called,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.initPowerManagement
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.setWindowManager
coupling,called,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.setWindowManager
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.setNextTaskIdForUserLocked
coupling,called,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.setNextTaskIdForUserLocked
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.getNextTaskIdForUserLocked
coupling,called,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.getNextTaskIdForUserLocked
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.stopWaitingForActivityVisible
coupling,called,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.stopWaitingForActivityVisible
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.updatePictureInPictureMode
coupling,called,com.android.server.wm,com.android.server.wm.ActivityStackSupervisor,com.android.server.wm.ActivityStackSupervisor.updatePictureInPictureMode
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStartController,com.android.server.wm.ActivityStartController.startActivitiesInPackage
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStartController,com.android.server.wm.ActivityStartController.startActivities
coupling,called,com.android.server.wm,com.android.server.wm.ActivityStartController,com.android.server.wm.ActivityStartController.startActivities
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStartController,com.android.server.wm.ActivityStartController.doPendingActivityLaunches
coupling,called,com.android.server.wm,com.android.server.wm.ActivityStartController,com.android.server.wm.ActivityStartController.doPendingActivityLaunches
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStartController,com.android.server.wm.ActivityStartController.schedulePendingActivityLaunches
coupling,called,com.android.server.wm,com.android.server.wm.ActivityStartController,com.android.server.wm.ActivityStartController.schedulePendingActivityLaunches
coupling,called,com.android.server.wm,com.android.server.wm.ActivityStartController,com.android.server.wm.ActivityStartController.clearPendingActivityLaunches
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStartController,com.android.server.wm.ActivityStartController.ActivityStartController
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStartController,com.android.server.wm.ActivityStartController.dump
coupling,called,com.android.server.wm,com.android.server.wm.ActivityStartController,com.android.server.wm.ActivityStartController.dump
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStartController,com.android.server.wm.ActivityStartController.startHomeActivity
coupling,called,com.android.server.wm,com.android.server.wm.ActivityStartController,com.android.server.wm.ActivityStartController.startHomeActivity
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStartController,com.android.server.wm.ActivityStartController.startSetupActivity
coupling,called,com.android.server.wm,com.android.server.wm.ActivityStartController,com.android.server.wm.ActivityStartController.startSetupActivity
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStartController,com.android.server.wm.ActivityStartController.checkTargetUser
coupling,called,com.android.server.wm,com.android.server.wm.ActivityStartController,com.android.server.wm.ActivityStartController.checkTargetUser
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStartController,com.android.server.wm.ActivityStartController.startActivityInPackage
coupling,called,com.android.server.wm,com.android.server.wm.ActivityStartController,com.android.server.wm.ActivityStartController.startActivityInPackage
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStarter,com.android.server.wm.ActivityStarter.adjustLaunchFlagsToDocumentMode
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStarter,com.android.server.wm.ActivityStarter.computeStackFocus
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStarter,com.android.server.wm.ActivityStarter.getLaunchStack
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStarter,com.android.server.wm.ActivityStarter.set
coupling,called,com.android.server.wm,com.android.server.wm.ActivityStarter,com.android.server.wm.ActivityStarter.set
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStarter,com.android.server.wm.ActivityStarter.startActivity
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStarter,com.android.server.wm.ActivityStarter.shouldAbortBackgroundActivityStart
coupling,called,com.android.server.wm,com.android.server.wm.ActivityStarter,com.android.server.wm.ActivityStarter.shouldAbortBackgroundActivityStart
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStarter,com.android.server.wm.ActivityStarter.createLaunchIntent
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStarter,com.android.server.wm.ActivityStarter.postStartActivityProcessing
coupling,called,com.android.server.wm,com.android.server.wm.ActivityStarter,com.android.server.wm.ActivityStarter.postStartActivityProcessing
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStarter,com.android.server.wm.ActivityStarter.startActivityMayWait
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStarter,com.android.server.wm.ActivityStarter.handleBackgroundActivityAbort
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStarter,com.android.server.wm.ActivityStarter.startActivityUnchecked
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStarter,com.android.server.wm.ActivityStarter.reset
coupling,called,com.android.server.wm,com.android.server.wm.ActivityStarter,com.android.server.wm.ActivityStarter.reset
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStarter,com.android.server.wm.ActivityStarter.setInitialState
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStarter,com.android.server.wm.ActivityStarter.sendNewTaskResultRequestIfNeeded
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStarter,com.android.server.wm.ActivityStarter.computeLaunchingTaskFlags
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStarter,com.android.server.wm.ActivityStarter.computeSourceStack
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStarter,com.android.server.wm.ActivityStarter.getReusableIntentActivity
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStarter,com.android.server.wm.ActivityStarter.setTargetStackAndMoveToFrontIfNeeded
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStarter,com.android.server.wm.ActivityStarter.setTaskFromIntentActivity
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStarter,com.android.server.wm.ActivityStarter.resumeTargetStackIfNeeded
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStarter,com.android.server.wm.ActivityStarter.setTaskFromReuseOrCreateNewTask
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStarter,com.android.server.wm.ActivityStarter.setTaskFromSourceRecord
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStarter,com.android.server.wm.ActivityStarter.setTaskFromInTask
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStarter,com.android.server.wm.ActivityStarter.updateBounds
coupling,called,com.android.server.wm,com.android.server.wm.ActivityStarter,com.android.server.wm.ActivityStarter.updateBounds
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStarter,com.android.server.wm.ActivityStarter.setTaskToCurrentTopOrCreateNewTask
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStartInterceptor,com.android.server.wm.ActivityStartInterceptor.intercept
coupling,called,com.android.server.wm,com.android.server.wm.ActivityStartInterceptor,com.android.server.wm.ActivityStartInterceptor.intercept
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStartInterceptor,com.android.server.wm.ActivityStartInterceptor.deferCrossProfileAppsAnimationIfNecessary
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStartInterceptor,com.android.server.wm.ActivityStartInterceptor.interceptQuietProfileIfNeeded
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStartInterceptor,com.android.server.wm.ActivityStartInterceptor.interceptSuspendedByAdminPackage
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStartInterceptor,com.android.server.wm.ActivityStartInterceptor.interceptSuspendedPackageIfNeeded
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStartInterceptor,com.android.server.wm.ActivityStartInterceptor.interceptWorkProfileChallengeIfNeeded
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStartInterceptor,com.android.server.wm.ActivityStartInterceptor.interceptWithConfirmCredentialsIfNeeded
coupling,call,com.android.server.wm,com.android.server.wm.ActivityStartInterceptor,com.android.server.wm.ActivityStartInterceptor.interceptHarmfulAppIfNeeded
coupling,descendent,com.android.server.wm,com.android.server.wm.ActivityTaskManagerInternal,
coupling,imported,com.android.server.wm,com.android.server.wm.ActivityTaskManagerInternal,
coupling,called,com.android.server.wm,com.android.server.wm.ActivityTaskManagerInternal,com.android.server.wm.ActivityTaskManagerInternal.scheduleDestroyAllActivities
coupling,called,com.android.server.wm,com.android.server.wm.ActivityTaskManagerInternal,com.android.server.wm.ActivityTaskManagerInternal.removeUser
coupling,called,com.android.server.wm,com.android.server.wm.ActivityTaskManagerInternal,com.android.server.wm.ActivityTaskManagerInternal.switchUser
coupling,called,com.android.server.wm,com.android.server.wm.ActivityTaskManagerInternal,com.android.server.wm.ActivityTaskManagerInternal.onHandleAppCrash
coupling,called,com.android.server.wm,com.android.server.wm.ActivityTaskManagerInternal,com.android.server.wm.ActivityTaskManagerInternal.finishTopCrashedActivities
coupling,called,com.android.server.wm,com.android.server.wm.ActivityTaskManagerInternal,com.android.server.wm.ActivityTaskManagerInternal.onUidActive
coupling,called,com.android.server.wm,com.android.server.wm.ActivityTaskManagerInternal,com.android.server.wm.ActivityTaskManagerInternal.onUidInactive
coupling,called,com.android.server.wm,com.android.server.wm.ActivityTaskManagerInternal,com.android.server.wm.ActivityTaskManagerInternal.onActiveUidsCleared
coupling,called,com.android.server.wm,com.android.server.wm.ActivityTaskManagerInternal,com.android.server.wm.ActivityTaskManagerInternal.onUidProcStateChanged
coupling,called,com.android.server.wm,com.android.server.wm.ActivityTaskManagerInternal,com.android.server.wm.ActivityTaskManagerInternal.onUidAddedToPendingTempWhitelist
coupling,called,com.android.server.wm,com.android.server.wm.ActivityTaskManagerInternal,com.android.server.wm.ActivityTaskManagerInternal.onUidRemovedFromPendingTempWhitelist
coupling,called,com.android.server.wm,com.android.server.wm.ActivityTaskManagerInternal,com.android.server.wm.ActivityTaskManagerInternal.handleAppCrashInActivityController
coupling,called,com.android.server.wm,com.android.server.wm.ActivityTaskManagerInternal,com.android.server.wm.ActivityTaskManagerInternal.removeRecentTasksByPackageName
coupling,called,com.android.server.wm,com.android.server.wm.ActivityTaskManagerInternal,com.android.server.wm.ActivityTaskManagerInternal.cleanupRecentTasksForUser
coupling,called,com.android.server.wm,com.android.server.wm.ActivityTaskManagerInternal,com.android.server.wm.ActivityTaskManagerInternal.loadRecentTasksForUser
coupling,called,com.android.server.wm,com.android.server.wm.ActivityTaskManagerInternal,com.android.server.wm.ActivityTaskManagerInternal.onPackagesSuspendedChanged
coupling,called,com.android.server.wm,com.android.server.wm.ActivityTaskManagerInternal,com.android.server.wm.ActivityTaskManagerInternal.flushRecentTasks
coupling,called,com.android.server.wm,com.android.server.wm.ActivityTaskManagerInternal,com.android.server.wm.ActivityTaskManagerInternal.getHomeProcess
coupling,called,com.android.server.wm,com.android.server.wm.ActivityTaskManagerInternal,com.android.server.wm.ActivityTaskManagerInternal.getPreviousProcess
coupling,called,com.android.server.wm,com.android.server.wm.ActivityTaskManagerInternal,com.android.server.wm.ActivityTaskManagerInternal.clearLockedTasks
coupling,called,com.android.server.wm,com.android.server.wm.ActivityTaskManagerInternal,com.android.server.wm.ActivityTaskManagerInternal.updateUserConfiguration
coupling,called,com.android.server.wm,com.android.server.wm.ActivityTaskManagerInternal,com.android.server.wm.ActivityTaskManagerInternal.canShowErrorDialogs
coupling,called,com.android.server.wm,com.android.server.wm.ActivityTaskManagerInternal,com.android.server.wm.ActivityTaskManagerInternal.setProfileApp
coupling,called,com.android.server.wm,com.android.server.wm.ActivityTaskManagerInternal,com.android.server.wm.ActivityTaskManagerInternal.setProfileProc
coupling,called,com.android.server.wm,com.android.server.wm.ActivityTaskManagerInternal,com.android.server.wm.ActivityTaskManagerInternal.setProfilerInfo
coupling,called,com.android.server.wm,com.android.server.wm.ActivityTaskManagerInternal,com.android.server.wm.ActivityTaskManagerInternal.getLaunchObserverRegistry
coupling,called,com.android.server.wm,com.android.server.wm.ActivityTaskManagerInternal,com.android.server.wm.ActivityTaskManagerInternal.getTaskSnapshotNoRestore
coupling,called,com.android.server.wm,com.android.server.wm.ActivityTaskManagerInternal,com.android.server.wm.ActivityTaskManagerInternal.isUidForeground
coupling,called,com.android.server.wm,com.android.server.wm.ActivityTaskManagerInternal,com.android.server.wm.ActivityTaskManagerInternal.setDeviceOwnerUid
coupling,called,com.android.server.wm,com.android.server.wm.ActivityTaskManagerInternal,com.android.server.wm.ActivityTaskManagerInternal.setCompanionAppPackages
coupling,called,com.android.server.wm,com.android.server.wm.ActivityTaskManagerInternal,com.android.server.wm.ActivityTaskManagerInternal.acquireSleepToken
coupling,called,com.android.server.wm,com.android.server.wm.ActivityTaskManagerInternal,com.android.server.wm.ActivityTaskManagerInternal.getHomeActivityForUser
coupling,called,com.android.server.wm,com.android.server.wm.ActivityTaskManagerInternal,com.android.server.wm.ActivityTaskManagerInternal.onLocalVoiceInteractionStarted
coupling,called,com.android.server.wm,com.android.server.wm.ActivityTaskManagerInternal,com.android.server.wm.ActivityTaskManagerInternal.notifyAppTransitionStarting
coupling,called,com.android.server.wm,com.android.server.wm.ActivityTaskManagerInternal,com.android.server.wm.ActivityTaskManagerInternal.notifyAppTransitionCancelled
coupling,called,com.android.server.wm,com.android.server.wm.ActivityTaskManagerInternal,com.android.server.wm.ActivityTaskManagerInternal.notifyAppTransitionFinished
coupling,called,com.android.server.wm,com.android.server.wm.ActivityTaskManagerInternal,com.android.server.wm.ActivityTaskManagerInternal.getTopVisibleActivities
coupling,called,com.android.server.wm,com.android.server.wm.ActivityTaskManagerInternal,com.android.server.wm.ActivityTaskManagerInternal.notifyDockedStackMinimizedChanged
coupling,called,com.android.server.wm,com.android.server.wm.ActivityTaskManagerInternal,com.android.server.wm.ActivityTaskManagerInternal.notifySingleTaskDisplayDrawn
coupling,called,com.android.server.wm,com.android.server.wm.ActivityTaskManagerInternal,com.android.server.wm.ActivityTaskManagerInternal.startActivitiesAsPackage
coupling,called,com.android.server.wm,com.android.server.wm.ActivityTaskManagerInternal,com.android.server.wm.ActivityTaskManagerInternal.startActivitiesInPackage
coupling,called,com.android.server.wm,com.android.server.wm.ActivityTaskManagerInternal,com.android.server.wm.ActivityTaskManagerInternal.startActivityInPackage
coupling,called,com.android.server.wm,com.android.server.wm.ActivityTaskManagerInternal,com.android.server.wm.ActivityTaskManagerInternal.startActivityAsUser
coupling,called,com.android.server.wm,com.android.server.wm.ActivityTaskManagerInternal,com.android.server.wm.ActivityTaskManagerInternal.notifyKeyguardFlagsChanged
coupling,called,com.android.server.wm,com.android.server.wm.ActivityTaskManagerInternal,com.android.server.wm.ActivityTaskManagerInternal.notifyKeyguardTrustedChanged
coupling,called,com.android.server.wm,com.android.server.wm.ActivityTaskManagerInternal,com.android.server.wm.ActivityTaskManagerInternal.setVr2dDisplayId
coupling,called,com.android.server.wm,com.android.server.wm.ActivityTaskManagerInternal,com.android.server.wm.ActivityTaskManagerInternal.setFocusedActivity
coupling,called,com.android.server.wm,com.android.server.wm.ActivityTaskManagerInternal,com.android.server.wm.ActivityTaskManagerInternal.registerScreenObserver
coupling,called,com.android.server.wm,com.android.server.wm.ActivityTaskManagerInternal,com.android.server.wm.ActivityTaskManagerInternal.isCallerRecents
coupling,called,com.android.server.wm,com.android.server.wm.ActivityTaskManagerInternal,com.android.server.wm.ActivityTaskManagerInternal.isRecentsComponentHomeActivity
coupling,called,com.android.server.wm,com.android.server.wm.ActivityTaskManagerInternal,com.android.server.wm.ActivityTaskManagerInternal.cancelRecentsAnimation
coupling,called,com.android.server.wm,com.android.server.wm.ActivityTaskManagerInternal,com.android.server.wm.ActivityTaskManagerInternal.enforceCallerIsRecentsOrHasPermission
coupling,called,com.android.server.wm,com.android.server.wm.ActivityTaskManagerInternal,com.android.server.wm.ActivityTaskManagerInternal.notifyActiveVoiceInteractionServiceChanged
